id,Gene_name,gene_biotype,Chr,Start,End,Strand,TGFb_m_av,TGFb_12h_av,TBFb_48h_av,12h_fold_change,48h_fold_change,12h_padj,48h_padj,TGFb_m_1_TPM,TGFb_m_2_TPM,TGFb_12h_1_TPM,TGFb_12h_2_TPM,TGFb_48h_1_TPM,TGFb_48h_2_TPM
ENSG00000278259,MYO19,protein_coding,17,36495636,36543435,-,42.89,39.81,39.48,0.928188389,0.920494288,0.193709336,0.251746779,42.05,43.73,38.05,41.57,33.67,45.29
ENSG00000187017,ESPN,protein_coding,1,6424776,6461367,+,42.755,52.07,42.31,1.217869255,0.989591861,0.374901395,0.723932199,40.9,44.61,51.41,52.73,38.47,46.15
ENSG00000114113,RBP2,protein_coding,3,139452884,139480747,-,42.73,45.805,7.66,1.071963492,0.179265153,0.981935798,3.62E-21,38.12,47.34,48.76,42.85,7.44,7.88
ENSG00000112787,FBRSL1,protein_coding,12,132489551,132585188,+,42.685,31.325,30.975,0.733864355,0.725664753,3.12E-06,5.11E-05,39.23,46.14,32.13,30.52,34.19,27.76
ENSG00000288701,PRRC2B,protein_coding,9,131373636,131500197,+,42.675,45.995,48.965,1.077797305,1.147393087,0.920708958,0.172492795,42.68,42.67,46.81,45.18,49.51,48.42
ENSG00000147533,GOLGA7,protein_coding,8,41488200,41511095,+,42.675,42.35,55.37,0.9923843,1.297480961,0.655861086,0.018900813,40.97,44.38,43.75,40.95,53.75,56.99
ENSG00000105993,DNAJB6,protein_coding,7,157335381,157417439,+,42.665,44.015,47.52,1.031641861,1.113793508,0.865543264,0.667978649,43.28,42.05,43.78,44.25,48.15,46.89
ENSG00000165527,ARF6,protein_coding,14,49893079,49897054,+,42.655,51.975,51.355,1.218497245,1.203962021,0.053254532,0.042585205,41.81,43.5,50.48,53.47,49.79,52.92
ENSG00000131508,UBE2D2,protein_coding,5,139526431,139628434,+,42.595,42.785,42.31,1.004460617,0.993309074,0.751141565,0.638261168,42.02,43.17,39.97,45.6,42.76,41.86
ENSG00000104325,DECR1,protein_coding,8,90001405,90053633,+,42.58,47.505,41.335,1.115664631,0.970760921,0.859229745,0.671780258,39.33,45.83,48.33,46.68,39.88,42.79
ENSG00000176731,RBIS,protein_coding,8,85214048,85220421,-,42.57,43.455,36.63,1.020789288,0.860465116,0.914501325,0.352412473,40.89,44.25,42.2,44.71,42.2,31.06
ENSG00000165416,SUGT1,protein_coding,13,52652709,52700909,+,42.555,50.095,39.895,1.17718247,0.937492657,0.27909275,0.191300902,42.16,42.95,50.55,49.64,42.5,37.29
ENSG00000185122,HSF1,protein_coding,8,144291591,144314720,+,42.545,42.17,38.015,0.991185803,0.893524503,0.63861674,0.093224493,42.33,42.76,44.19,40.15,36.2,39.83
ENSG00000161533,ACOX1,protein_coding,17,75941507,75979177,-,42.545,92.4,72.465,2.171818075,1.703255377,5.61E-43,3.85E-16,41.09,44,95.63,89.17,67.94,76.99
ENSG00000176485,PLAAT3,protein_coding,11,63573195,63616883,-,42.48,54.665,65.3,1.286840866,1.537193974,0.103715619,2.34E-05,44,40.96,56.61,52.72,64.51,66.09
ENSG00000173598,NUDT4,protein_coding,12,93377883,93408146,+,42.47,39.85,80.445,0.938309395,1.894160584,0.138785387,3.26E-28,42.41,42.53,37.94,41.76,82.68,78.21
ENSG00000175582,RAB6A,protein_coding,11,73675638,73761137,-,42.425,46.745,48.895,1.101826753,1.15250442,0.826904465,0.323776988,42.48,42.37,43.67,49.82,47.56,50.23
ENSG00000176261,ZBTB8OS,protein_coding,1,32600172,32650903,-,42.415,38.325,33.91,0.90357185,0.799481316,0.498071124,0.118439223,41.89,42.94,39.89,36.76,34.7,33.12
ENSG00000137288,UQCC2,protein_coding,6,33694293,33711727,-,42.405,47.01,37.78,1.108595684,0.890932673,0.917418162,0.437423477,44.05,40.76,41.72,52.3,40.56,35
ENSG00000136888,ATP6V1G1,protein_coding,9,114587706,114598915,+,42.395,46,67.43,1.085033612,1.59051775,0.936610236,2.03E-06,42.59,42.2,46.93,45.07,65.47,69.39
ENSG00000106603,COA1,protein_coding,7,43608456,43729717,-,42.385,38.86,34.675,0.916833786,0.818096025,0.365732171,0.052808348,43.91,40.86,41.22,36.5,37.35,32
ENSG00000206557,TRIM71,protein_coding,3,32817997,32897824,+,42.34,22.65,12.1,0.534955125,0.285781767,2.52E-48,5.06E-145,40.68,44,22.36,22.94,11.78,12.42
ENSG00000125912,NCLN,protein_coding,19,3185563,3209575,+,42.325,38.44,29.485,0.908210278,0.696633196,0.042786695,1.74E-08,40.59,44.06,38.64,38.24,27.31,31.66
ENSG00000031698,SARS1,protein_coding,1,109213918,109238182,+,42.275,38.905,32.17,0.920283856,0.76096984,0.238127808,0.000533192,41.31,43.24,40.48,37.33,32.12,32.22
ENSG00000164182,NDUFAF2,protein_coding,5,60945177,61154531,+,42.27,27.135,15.415,0.641944642,0.364679442,0.003466246,7.04E-10,44.03,40.51,27.53,26.74,14.83,16
ENSG00000113141,IK,protein_coding,5,140647058,140662480,+,42.27,49.615,44.85,1.173763899,1.061036196,0.464705436,0.982509,43.1,41.44,48.78,50.45,46.26,43.44
ENSG00000007168,PAFAH1B1,protein_coding,17,2593210,2685615,+,42.255,47.95,56.54,1.134776949,1.338066501,0.549318048,0.000252209,40.06,44.45,47.27,48.63,56.76,56.32
ENSG00000123159,GIPC1,protein_coding,19,14477760,14496149,-,42.19,64.175,72.415,1.521095046,1.716401991,5.76E-06,9.68E-11,41.18,43.2,65.75,62.6,69.25,75.58
ENSG00000185608,MRPL40,protein_coding,22,19432545,19436075,+,42.175,40.855,34.01,0.968701838,0.806401897,0.706048629,0.089453348,41.38,42.97,42.13,39.58,34.65,33.37
ENSG00000288634,,protein_coding,7,112450487,112450645,+,42.16,32.725,5.37,0.776209677,0.127371917,0.830308397,0.076509152,52.22,32.1,46.56,18.89,10.74,0
ENSG00000204310,AGPAT1,protein_coding,6,32168212,32178096,-,42.145,45.14,43.92,1.071064183,1.042116503,0.971488711,0.925027108,42.04,42.25,43.45,46.83,44.78,43.06
ENSG00000005007,UPF1,protein_coding,19,18831959,18868230,+,42.135,52.105,52.165,1.236620387,1.238044381,0.022276403,0.008733476,42.74,41.53,51.2,53.01,50.99,53.34
ENSG00000116001,TIA1,protein_coding,2,70209444,70248660,-,42.125,57.3,75.035,1.360237389,1.781246291,0.004603839,2.89E-12,40.82,43.43,60.57,54.03,69.84,80.23
ENSG00000143420,ENSA,protein_coding,1,150600851,150629612,-,42.105,49.625,45.445,1.178601116,1.079325496,0.506480225,0.901780269,41.84,42.37,52.9,46.35,46.07,44.82
ENSG00000167513,CDT1,protein_coding,16,88803789,88809258,+,42.095,35.32,16.525,0.83905452,0.392564438,0.004877057,5.21E-31,42.26,41.93,33.78,36.86,15.35,17.7
ENSG00000168283,BMI1,protein_coding,10,22321099,22331484,+,42.095,38.6,40.455,0.916973512,0.961040504,0.16037235,0.400772037,40.59,43.6,40.39,36.81,42.88,38.03
ENSG00000176101,SSNA1,protein_coding,9,137188660,137190370,+,42.045,55.5,38.9,1.32001427,0.925199191,0.117316165,0.414831104,40.59,43.5,56,55,37.04,40.76
ENSG00000186575,NF2,protein_coding,22,29603556,29698598,+,42.03,42.16,41.17,1.003093029,0.979538425,0.534162148,0.295786486,41.02,43.04,42.91,41.41,41.65,40.69
ENSG00000101150,TPD52L2,protein_coding,20,63865228,63891545,+,42.025,41.565,44.57,0.989054134,1.060559191,0.57029862,0.979327682,41.09,42.96,40.86,42.27,44.81,44.33
ENSG00000114302,PRKAR2A,protein_coding,3,48744597,48847874,-,42.015,48.72,44.15,1.159585862,1.050815185,0.529692868,0.981048211,47.11,36.92,49.16,48.28,39.86,48.44
ENSG00000111596,CNOT2,protein_coding,12,70243002,70354993,+,41.985,43.44,42.975,1.034655234,1.02357985,0.88942313,0.837311563,43.42,40.55,45.49,41.39,40.13,45.82
ENSG00000155096,AZIN1,protein_coding,8,102826111,102893864,-,41.92,46.975,48.595,1.120586832,1.15923187,0.6403292,0.212503755,40.84,43,48.26,45.69,47.65,49.54
ENSG00000159069,FBXW5,protein_coding,9,136940435,136944738,-,41.915,39.415,36.47,0.940355481,0.870094238,0.263988442,0.033799477,39.66,44.17,39.72,39.11,34.99,37.95
ENSG00000100412,ACO2,protein_coding,22,41447830,41529273,+,41.905,46.205,35.52,1.102613053,0.847631548,0.806142493,0.004657579,41.29,42.52,46.35,46.06,35.01,36.03
ENSG00000166803,PCLAF,protein_coding,15,64364304,64387687,-,41.885,50.185,30.06,1.198161633,0.71767936,0.492035815,0.002488019,41.3,42.47,50.82,49.55,28.63,31.49
ENSG00000000419,DPM1,protein_coding,20,50934867,50959140,-,41.87,42.87,34.26,1.023883449,0.818246955,0.87478097,0.037154005,41.34,42.4,42.22,43.52,34.28,34.24
ENSG00000136937,NCBP1,protein_coding,9,97633668,97673748,+,41.805,47.03,43.145,1.12498505,1.032053582,0.56085185,0.823182914,40.65,42.96,46.45,47.61,41.57,44.72
ENSG00000133030,MPRIP,protein_coding,17,17042457,17217679,+,41.8,35.91,33.585,0.859090909,0.8034689,0.004343992,0.000351838,40.24,43.36,37.9,33.92,36.18,30.99
ENSG00000164091,WDR82,protein_coding,3,52254434,52288020,-,41.8,44.995,37.87,1.076435407,0.905980861,0.936543384,0.015019001,40.97,42.63,45,44.99,37.52,38.22
ENSG00000168883,USP39,protein_coding,2,85602856,85649283,+,41.79,42.41,28.525,1.014836085,0.682579564,0.780128313,5.32E-07,41.38,42.2,40.72,44.1,27.8,29.25
ENSG00000286070,,protein_coding,22,24556007,24628987,+,41.78,44.405,23.97,1.062829105,0.573719483,0.995305344,0.000718444,35.07,48.49,42.21,46.6,18.31,29.63
ENSG00000177426,TGIF1,protein_coding,18,3411608,3459978,+,41.78,73.195,99.4,1.751914792,2.37912877,6.75E-09,5.85E-26,40.16,43.4,71.87,74.52,99.66,99.14
ENSG00000136247,ZDHHC4,protein_coding,7,6577434,6589374,+,41.725,43.49,34.155,1.042300779,0.818573996,0.941033724,0.044761551,42.1,41.35,45.8,41.18,35.28,33.03
ENSG00000104969,SGTA,protein_coding,19,2754715,2783362,-,41.725,41.675,37.25,0.998801678,0.89275015,0.647961964,0.054539937,40.44,43.01,41.04,42.31,37.76,36.74
ENSG00000131844,MCCC2,protein_coding,5,71579531,71658706,+,41.72,39.59,25.45,0.94894535,0.610019175,0.230344146,8.89E-15,40.33,43.11,37.46,41.72,24.07,26.83
ENSG00000143653,SCCPDH,protein_coding,1,246724409,246768137,+,41.695,41.685,23.995,0.999760163,0.575488668,0.66616123,2.78E-12,41.93,41.46,40.66,42.71,25.13,22.86
ENSG00000166233,ARIH1,protein_coding,15,72474330,72602987,+,41.68,40.615,49.58,0.974448177,1.189539347,0.580389928,0.199928823,38.43,44.93,36.53,44.7,48.31,50.85
ENSG00000148175,STOM,protein_coding,9,121338987,121370304,-,41.675,24.03,23.205,0.576604679,0.556808638,3.73E-14,2.55E-15,42.85,40.5,23.47,24.59,22.53,23.88
ENSG00000142546,NOSIP,protein_coding,19,49555468,49590262,-,41.665,46.465,45.31,1.115204608,1.087483499,0.851789572,0.888729677,42.73,40.6,42.84,50.09,43.95,46.67
ENSG00000031823,RANBP3,protein_coding,19,5916139,5978142,-,41.655,41.77,38.435,1.002760773,0.922698356,0.743985995,0.244045836,39.32,43.99,41.35,42.19,37.51,39.36
ENSG00000168002,POLR2G,protein_coding,11,62761565,62766710,+,41.595,41.66,35.255,1.001562688,0.847577834,0.820364056,0.158169386,40.13,43.06,41.79,41.53,34.25,36.26
ENSG00000204822,MRPL53,protein_coding,2,74471982,74472687,-,41.57,42.85,37.075,1.030791436,0.891869136,0.947842783,0.511827557,44.12,39.02,42.75,42.95,34.86,39.29
ENSG00000108651,UTP6,protein_coding,17,31860904,31901708,-,41.52,38.21,31.255,0.920279383,0.75276975,0.294312211,0.00092179,38.96,44.08,40.59,35.83,32.21,30.3
ENSG00000164040,PGRMC2,protein_coding,4,128269237,128288829,-,41.465,58.16,82.83,1.402628723,1.997588328,0.000625157,2.08E-21,40.57,42.36,56.3,60.02,84.78,80.88
ENSG00000155959,VBP1,protein_coding,X,155197007,155239841,+,41.46,40.17,28.43,0.968885673,0.685721177,0.547381469,4.75E-05,38.82,44.1,40.13,40.21,30.53,26.33
ENSG00000126214,KLC1,protein_coding,14,103561896,103714249,+,41.44,51.04,52.045,1.231660232,1.255912162,0.190797628,0.127341653,42.46,40.42,53.28,48.8,45.22,58.87
ENSG00000102978,POLR2C,protein_coding,16,57462660,57472009,+,41.42,42.955,37.23,1.037059392,0.89884114,0.905866202,0.14161146,41.64,41.2,44.4,41.51,37.97,36.49
ENSG00000002549,LAP3,protein_coding,4,17577198,17607972,+,41.395,37.285,28.64,0.900712646,0.691870999,0.111709364,1.48E-06,40.29,42.5,38.07,36.5,28.01,29.27
ENSG00000147649,MTDH,protein_coding,8,97644184,97730260,+,41.36,39.095,32.45,0.945236944,0.784574468,0.267916255,0.001386582,43.33,39.39,36.21,41.98,36.56,28.34
ENSG00000138279,ANXA7,protein_coding,10,73375101,73414076,-,41.335,52.86,50.83,1.278819402,1.229708479,0.058136334,0.106325199,40.63,42.04,53.22,52.5,50.63,51.03
ENSG00000198363,ASPH,protein_coding,8,61500556,61714640,-,41.33,25.685,16.9,0.621461408,0.408903944,2.48E-12,2.91E-27,43.73,38.93,25.55,25.82,18.52,15.28
ENSG00000104763,ASAH1,protein_coding,8,18055992,18084998,-,41.315,43.095,34.01,1.043083626,0.823187704,0.929722837,0.00686484,38.89,43.74,42.57,43.62,32.97,35.05
ENSG00000125450,NUP85,protein_coding,17,75205659,75235758,+,41.295,40.68,34.28,0.985107156,0.830124712,0.60933805,0.013350178,40.5,42.09,39.92,41.44,33.28,35.28
ENSG00000175792,RUVBL1,protein_coding,3,128064778,128153914,-,41.29,33.305,21.465,0.80661177,0.51985953,0.003567314,3.41E-15,40.88,41.7,34.45,32.16,21.71,21.22
ENSG00000124145,SDC4,protein_coding,20,45325288,45348424,-,41.28,195.16,155.675,4.727713178,3.771196705,2.49E-221,2.07E-137,39.47,43.09,197.38,192.94,151.12,160.23
ENSG00000137331,IER3,protein_coding,6,30743199,30744548,-,41.275,64.875,115.67,1.571774682,2.802422774,2.33E-05,1.67E-40,40.51,42.04,64.01,65.74,115.36,115.98
ENSG00000144580,CNOT9,protein_coding,2,218568580,218597080,+,41.27,43.41,33.29,1.051853647,0.806639205,0.949636222,0.000357508,41.65,40.89,43.43,43.39,34.31,32.27
ENSG00000130881,LRP3,protein_coding,19,33177603,33208864,+,41.225,54.25,23.595,1.31594906,0.572346877,0.001424423,1.01E-14,39.88,42.57,52.26,56.24,20.89,26.3
ENSG00000171824,EXOSC10,protein_coding,1,11066618,11099869,-,41.215,46.575,44.365,1.130049739,1.076428485,0.627571386,0.885109135,39.29,43.14,46.65,46.5,43.69,45.04
ENSG00000175324,LSM1,protein_coding,8,38163335,38176730,-,41.2,41.62,39.88,1.010194175,0.967961165,0.841512089,0.637753506,39.91,42.49,41.92,41.32,41.72,38.04
ENSG00000184743,ATL3,protein_coding,11,63624087,63671921,-,41.18,46.99,60.695,1.141087907,1.473895095,0.429822087,3.87E-10,38.76,43.6,45.88,48.1,61.14,60.25
ENSG00000120805,ARL1,protein_coding,12,101393116,101407772,-,41.175,43.145,44,1.047844566,1.068609593,0.947383143,0.952981693,40.96,41.39,42.67,43.62,46.58,41.42
ENSG00000119777,TMEM214,protein_coding,2,27032910,27041694,+,41.175,43.05,51.275,1.045537341,1.245294475,0.941120516,0.07805059,37.13,45.22,41.72,44.38,48.52,54.03
ENSG00000083312,TNPO1,protein_coding,5,72816312,72916733,+,41.155,48.28,45.11,1.173125987,1.096100109,0.168753961,0.688870233,41.16,41.15,47.41,49.15,46.89,43.33
ENSG00000198189,HSD17B11,protein_coding,4,87336515,87391188,-,41.155,33.725,67.65,0.819463006,1.643785688,0.009848879,6.39E-09,39.91,42.4,34.63,32.82,65.93,69.37
ENSG00000100348,TXN2,protein_coding,22,36467046,36481640,-,41.13,40.105,30.295,0.975079018,0.736566983,0.64638014,0.001315343,39.63,42.63,37.67,42.54,29.52,31.07
ENSG00000075188,NUP37,protein_coding,12,102073103,102120120,-,41.095,37.06,25.97,0.901812873,0.631950359,0.296745957,0.000345279,41.56,40.63,37.08,37.04,30.27,21.67
ENSG00000105058,FAM32A,protein_coding,19,16185380,16192046,+,41.09,47.735,50.17,1.16171818,1.22097834,0.573268734,0.200272678,40.08,42.1,46.08,49.39,47.37,52.97
ENSG00000100714,MTHFD1,protein_coding,14,64388031,64463457,+,41.07,34.725,15.95,0.84550767,0.388361334,0.003588406,3.26E-38,39.37,42.77,34.35,35.1,15.61,16.29
ENSG00000273841,TAF9,protein_coding,5,69362026,69370013,-,41.07,38.81,35.225,0.944971999,0.857682006,0.456975264,0.099862981,41.48,40.66,38.13,39.49,37.68,32.77
ENSG00000125817,CENPB,protein_coding,20,3783851,3786740,-,41.04,46.085,47.5,1.12292885,1.157407407,0.651228669,0.26987974,39.85,42.23,46.08,46.09,47.23,47.77
ENSG00000177606,JUN,protein_coding,1,58776845,58784048,-,41.04,49.765,66.75,1.212597466,1.626461988,0.151093698,4.43E-11,42.95,39.13,49.51,50.02,67.99,65.51
ENSG00000167770,OTUB1,protein_coding,11,63985853,64001811,+,41.025,42.865,39.3,1.044850701,0.957952468,0.936228707,0.416177852,40.42,41.63,43.11,42.62,37.38,41.22
ENSG00000106591,MRPL32,protein_coding,7,42932376,42948958,+,41.015,36.345,27.64,0.886139217,0.673899793,0.306801406,0.002101023,38.83,43.2,36.92,35.77,24.75,30.53
ENSG00000069998,HDHD5,protein_coding,22,17137511,17165287,-,40.95,29.535,22.12,0.721245421,0.54017094,8.75E-05,3.14E-11,39.95,41.95,27.8,31.27,23.91,20.33
ENSG00000135070,ISCA1,protein_coding,9,86264546,86283102,-,40.945,32.43,34.12,0.7920381,0.833312981,0.001913948,0.012739194,40.77,41.12,31.77,33.09,33.21,35.03
ENSG00000049245,VAMP3,protein_coding,1,7771296,7781432,+,40.885,43.785,48.945,1.070930659,1.197138315,0.975737471,0.205910008,42.25,39.52,44.69,42.88,47.55,50.34
ENSG00000123684,LPGAT1,protein_coding,1,211743457,211830763,-,40.86,40.075,43.585,0.980788057,1.06669114,0.300330922,0.924163592,40.11,41.61,38.67,41.48,44.58,42.59
ENSG00000131504,DIAPH1,protein_coding,5,141515016,141619055,-,40.85,45.805,40.36,1.12129743,0.988004896,0.555904618,0.331131907,40.42,41.28,46.46,45.15,40.51,40.21
ENSG00000104613,INTS10,protein_coding,8,19817391,19852083,+,40.84,36.435,33.81,0.892140059,0.827864838,0.117305165,0.012575325,42.6,39.08,34.44,38.43,31.75,35.87
ENSG00000093167,LRRFIP2,protein_coding,3,37052626,37183689,-,40.815,54.495,48.765,1.335170893,1.19478133,0.022808598,0.237264421,40.81,40.82,51.21,57.78,49.29,48.24
ENSG00000118640,VAMP8,protein_coding,2,85561562,85582031,+,40.815,58.215,77.74,1.426313855,1.904691902,0.060535147,9.79E-07,40.49,41.14,59.39,57.04,75.76,79.72
ENSG00000113845,TIMMDC1,protein_coding,3,119498547,119525090,+,40.8,38.815,33.05,0.951348039,0.81004902,0.559356346,0.049961567,42.02,39.58,38.3,39.33,30.57,35.53
ENSG00000173898,SPTBN2,protein_coding,11,66682497,66744670,-,40.755,53.56,39.175,1.314194577,0.961231751,0.003099122,0.309056238,37.31,44.2,49.43,57.69,42.98,35.37
ENSG00000023191,RNH1,protein_coding,11,494512,507300,-,40.755,43.9,42.055,1.077168446,1.031897927,0.955578236,0.877217256,40.54,40.97,44.07,43.73,40.84,43.27
ENSG00000119048,UBE2B,protein_coding,5,134371184,134392108,+,40.745,47.06,51.765,1.154988342,1.270462633,0.707020032,0.192856991,37.13,44.36,46.34,47.78,49.37,54.16
ENSG00000162961,DPY30,protein_coding,2,31867809,32039805,-,40.72,42.085,31.525,1.033521611,0.774189587,0.937427183,0.084088467,43.05,38.39,44.34,39.83,29.34,33.71
ENSG00000077152,UBE2T,protein_coding,1,202331544,202341984,-,40.71,38.02,25.85,0.933922869,0.634979121,0.530291192,0.000312883,39.39,42.03,40.08,35.96,26.88,24.82
ENSG00000182670,TTC3,protein_coding,21,37073226,37203112,+,40.7,45.845,65.575,1.126412776,1.611179361,0.510895599,2.06E-15,40.62,40.78,45.33,46.36,61.42,69.73
ENSG00000157110,RBPMS,protein_coding,8,30384511,30572256,+,40.685,61.355,81.58,1.50804965,2.005161607,5.83E-05,1.74E-18,40.28,41.09,58.64,64.07,82.04,81.12
ENSG00000080819,CPOX,protein_coding,3,98579446,98593648,-,40.68,28.035,13.175,0.689159292,0.323869223,2.74E-08,1.54E-45,40.19,41.17,28.8,27.27,13.02,13.33
ENSG00000131149,GSE1,protein_coding,16,85169525,85676204,+,40.675,46.415,32.755,1.141118623,0.805285802,0.429341439,1.17E-05,39.16,42.19,46.65,46.18,32.32,33.19
ENSG00000187147,RNF220,protein_coding,1,44405194,44651724,+,40.645,37.57,32.675,0.924344938,0.80391192,0.239669023,0.004306694,38.04,43.25,37.8,37.34,31.94,33.41
ENSG00000131653,TRAF7,protein_coding,16,2155698,2178129,+,40.625,43.78,40.335,1.077661538,0.992861538,0.951813855,0.537757444,39.37,41.88,47.1,40.46,38.7,41.97
ENSG00000160714,UBE2Q1,protein_coding,1,154548577,154559028,-,40.62,48.435,45.515,1.19239291,1.120507139,0.399479275,0.671937625,42.61,38.63,48.97,47.9,44.98,46.05
ENSG00000140632,GLYR1,protein_coding,16,4803203,4847288,-,40.61,45.59,40.415,1.122629894,0.995198227,0.665086129,0.568085857,39.08,42.14,45.4,45.78,40.97,39.86
ENSG00000227081,,processed_pseudogene,12,3211663,3211917,-,40.58,31.44,27.945,0.774765895,0.688639724,0.575714342,0.318825211,38.67,42.49,27.83,35.05,30.13,25.76
ENSG00000037241,RPL26L1,protein_coding,5,172958729,172969771,+,40.56,45.54,29.325,1.122781065,0.723002959,0.858527892,0.024683621,41.16,39.96,45.01,46.07,31.09,27.56
ENSG00000011485,PPP5C,protein_coding,19,46347087,46392981,+,40.535,45.075,37.17,1.112001974,0.916985321,0.804379342,0.168066676,39.27,41.8,47.39,42.76,36.17,38.17
ENSG00000107537,PHYH,protein_coding,10,13277796,13302412,-,40.495,38.645,23.695,0.954315348,0.585133967,0.479235982,3.42E-08,39.36,41.63,37.74,39.55,24.97,22.42
ENSG00000069535,MAOB,protein_coding,X,43766610,43882450,-,40.49,61.685,44.18,1.523462583,1.091133613,3.20E-08,0.78580273,39.67,41.31,62.19,61.18,43.98,44.38
ENSG00000090097,PCBP4,protein_coding,3,51957454,51974016,-,40.47,35.215,43.635,0.870150729,1.078206079,0.063026755,0.901010362,40.19,40.75,34.8,35.63,42.19,45.08
ENSG00000113649,TCERG1,protein_coding,5,146447311,146511961,+,40.455,41.05,26.35,1.0147077,0.651340996,0.805517596,2.11E-08,35.65,45.26,43.68,38.42,25.41,27.29
ENSG00000179134,SAMD4B,protein_coding,19,39342421,39385710,+,40.45,50.015,42.88,1.236464771,1.060074166,0.212250916,0.978551508,38.5,42.4,56.75,43.28,41.93,43.83
ENSG00000106399,RPA3,protein_coding,7,7636518,7718607,-,40.43,50.385,32.34,1.246228048,0.799901064,0.441291003,0.106875809,40.69,40.17,47.56,53.21,31.27,33.41
ENSG00000125304,TM9SF2,protein_coding,13,99446311,99564048,+,40.425,49.23,51.07,1.217810761,1.263327149,0.07666118,0.006859291,39.6,41.25,50.44,48.02,52.05,50.09
ENSG00000180767,CHST13,protein_coding,3,126524155,126543291,+,40.42,36.915,20.385,0.913285502,0.50432954,0.160220834,8.43E-16,39.52,41.32,37.05,36.78,19.52,21.25
ENSG00000006625,GGCT,protein_coding,7,30496621,30504841,-,40.41,35.58,18.89,0.88047513,0.46745855,0.210210279,4.79E-11,41.02,39.8,36.67,34.49,19.1,18.68
ENSG00000117362,APH1A,protein_coding,1,150265399,150269580,-,40.37,46.73,40.755,1.15754273,1.009536785,0.527315498,0.741702858,38.93,41.81,47.42,46.04,39.22,42.29
ENSG00000181588,MEX3D,protein_coding,19,1554672,1568325,-,40.365,51.21,55.14,1.268673356,1.366034931,0.026469486,0.000157809,38.81,41.92,53.19,49.23,53.21,57.07
ENSG00000171206,TRIM8,protein_coding,10,102644479,102658318,+,40.365,63.835,61.62,1.581444321,1.526570048,2.87E-10,1.62E-08,39.89,40.84,63.54,64.13,59.71,63.53
ENSG00000139146,SINHCAF,protein_coding,12,31280584,31327058,-,40.335,28.04,34.18,0.695177885,0.847403,3.88E-07,0.008000479,40.92,39.75,29.55,26.53,34.83,33.53
ENSG00000149480,MTA2,protein_coding,11,62593214,62601865,-,40.335,44.87,37.21,1.112433371,0.922523863,0.774944008,0.160023357,36.69,43.98,46.45,43.29,37.51,36.91
ENSG00000136717,BIN1,protein_coding,2,127048027,127107288,-,40.335,83.54,56.45,2.071154085,1.399528945,5.28E-27,0.000247887,39.37,41.3,82.87,84.21,53.68,59.22
ENSG00000146416,AIG1,protein_coding,6,143060496,143341058,+,40.33,29.4,29.145,0.728985867,0.72266303,0.010683769,0.010054272,46.3,34.36,28.2,30.6,25.58,32.71
ENSG00000132437,DDC,protein_coding,7,50458436,50565405,-,40.32,49.82,17.97,1.235615079,0.445684524,0.138334349,3.79E-20,39.01,41.63,50.52,49.12,18.28,17.66
ENSG00000109519,GRPEL1,protein_coding,4,7058895,7068064,-,40.315,29.15,23.665,0.723055935,0.587002356,0.000187103,5.24E-09,38.98,41.65,28.65,29.65,23.32,24.01
ENSG00000179820,MYADM,protein_coding,19,53864763,53876435,+,40.31,43.935,60.365,1.089928058,1.497519226,0.890637076,6.74E-07,38.42,42.2,42.93,44.94,59.73,61
ENSG00000132522,GPS2,protein_coding,17,7311324,7315564,-,40.3,47.4,36.295,1.17617866,0.900620347,0.547226074,0.220642731,39.83,40.77,46.31,48.49,36.52,36.07
ENSG00000090263,MRPS33,protein_coding,7,141002610,141015228,-,40.275,40.365,26.005,1.002234637,0.645685909,0.846075321,0.002525709,40.81,39.74,39.98,40.75,26.03,25.98
ENSG00000100811,YY1,protein_coding,14,100238298,100282788,+,40.27,47.475,45,1.178917308,1.117457164,0.22619566,0.566141732,39.76,40.78,47.48,47.47,47.16,42.84
ENSG00000103353,UBFD1,protein_coding,16,23557721,23574389,+,40.265,43.28,45.44,1.074878927,1.128523532,0.953595693,0.461168299,38.83,41.7,41.84,44.72,45.14,45.74
ENSG00000125037,EMC3,protein_coding,3,9962682,10011202,-,40.26,53.785,52.08,1.335941381,1.293591654,0.033189255,0.035084805,39.5,41.02,57.54,50.03,51.47,52.69
ENSG00000117528,ABCD3,protein_coding,1,94418389,94518666,+,40.25,46.66,34.795,1.159254658,0.86447205,0.365587398,0.006083706,40.35,40.15,47.18,46.14,35.43,34.16
ENSG00000184500,PROS1,protein_coding,3,93873051,93980003,-,40.23,39.42,43.23,0.979865772,1.074571216,0.426886535,0.883893392,38.55,41.91,38.9,39.94,43.1,43.36
ENSG00000114353,GNAI2,protein_coding,3,50226292,50259362,+,40.215,60.69,76.73,1.509138381,1.907994529,2.03E-06,2.37E-19,40.08,40.35,62.19,59.19,76.48,76.98
ENSG00000203485,INF2,protein_coding,14,104681146,104722535,+,40.14,45.48,47.33,1.13303438,1.179123069,0.651781041,0.261351058,38.83,41.45,42.9,48.06,49.9,44.76
ENSG00000159593,NAE1,protein_coding,16,66802875,66873256,-,40.13,33.225,21.705,0.827934214,0.540867182,0.027970199,1.42E-10,38.43,41.83,33.24,33.21,21.73,21.68
